title,price,author,description,Publisher,Pages,Edition,Genre,Language,Binding,Return Policy,Payment Policy,Rating
"['Stock Investing Mastermind  - Beginners Handbook to Winning the Stock Market | Learn Fundamental Analysis, Stock Picking, Indian Stock Market, Investing Strategies, Portfolio Management | Especially for Beginners, Students & Indian Retail Investor | ZebraLearn\xa0\xa0(Paperback, ZEBRALEARN)']",['₹348'],['ZEBRALEARN'],"['If you have planned to read more books this year, then you must make sure to include reading materials from different types of genres. This tactic will keep you hooked. You will also end up learning things from various genres and thereby enhance your knowledge. You can find these reading materials on Flipkart at prices that are pocket-friendly. If you want to read something that will let you enhance your business-related skills, then you can take help of the several business books that are available on the site. \nAlso, if you are a student, we suggest you read books that are not in your course or syllabus. This will help you learn new things. If you are a university student, then you can use the ideas that are mentioned in the various reading materials and utilise them accordingly.']",['Publisher: Neetu Singh'],['Pages: 368'],"['Edition: 1st Edition, 2022']","['Genre: Stock Market, Analysis']",[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['Oswaal CBSE Sample Question Papers Class 9 Mathematics Book (For 2025 Exam)\xa0\xa0(Paperback, Oswaal Editorial Board)']",['₹249'],['Oswaal Editorial Board'],"['This product covers the following:\n•Fresh & Relevant with the Latest Typologies of Questions\n•Score Boosting Insights with 400 Questions & 150 Concepts(approx.)\n•Insider Tips & Techniques with On-Tips Notes, Mind Maps & Mnemonics\n•Exam Ready to Practice with 5 Solved & 5 Self-Assessment Papers']",['Publisher: Oswaal Books And Learning Private Limited'],['Pages: 128'],"['Edition: New, 2024']",[None],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['Srimad Bhagavad Gita\xa0\xa0(Hardcover, Hindi, SHRI SHRIMAD A.C BHAKTI VEDANT SWAMI PARBHUPAD)']",['₹239'],['SHRI SHRIMAD A.C BHAKTI VEDANT SWAMI PARBHUPAD'],[''],['Publisher: BHAKTI VEDANT BOOK TRUST'],['644 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.7']
"['2023/24 Ro/aro Solved Paper\xa0\xa0(Paperback, Hindi, Yct)']",['₹475'],['Yct'],['Ro/aro solved paper'],['Publisher: Youth competition times'],['448 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.1']
"['Railway Maths 6200 TCS MCQ Chapter Wise With Detailed Explanation And Short Tricks Hindi Medium\xa0\xa0(Paperback, Hindi, Pinnacle Publications)']",['₹440'],['Pinnacle Publications'],"['In this book latest TCS questions asked in Railway exams are covered chapter wise. This book is highly useful for Railway ALP technician Tier 1, Tier 2, RPF SI, RPF constable, RRB NTPC CBT 1, RRB NTPC CBT 2, Railway Group D and other railway exams. \n\nThis book is chapter wise book. In starting of each chapter theory/concepts are explained, after that varieties questions are given. After varieties questions practice questions from latest previous years tcs questions of railway exams are given. Revising this book 2-3 times you can clear any railway exam.']",['Publisher: Pinnacle Publications'],['584 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['Quantitative Aptitude for CAT | 11th Edition (Latest) | Quant | CAT Preparation Exam Book 2025 | Previous Years Solved Papers (PYQ) | McGraw Hill edge Access: Mock Tests, Expert Sessions & Strategies\xa0\xa0(Paperback, Arun Sharma)']",['₹608'],['Arun Sharma'],[''],['Publisher: McGraw Hill'],['Pages: 910'],"['Edition: 11, 2024']",['Genre: Book'],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['ATOMIC HABITS\xa0\xa0(Paperback, JAMES CLEAR)']",['₹155'],['JAMES CLEAR'],[''],['Publisher: RABZOT'],['Pages: 320'],"['Edition: 1, 2024']",[None],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['D.Pharma 2nd Year 6 Books New Edition In Bilingual (English & Hindi) New And Updated Edition (To The Point Study Material ) No.1 In Pharmacy Book\xa0\xa0(HARD BOOK, Hindi, Dr. Lokesh Kumar Bhardwaj, Dr. Charanjeet Singh, Mr. Amit Kumar)']","['₹1,570']",[''],['D.Pharma 2nd Year In Bilingual (English & Hindi) 6 Books'],['Publisher: THAKUR PUBLICATION'],['1650 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['ABTA Madhyamik Test Papers 2024-2025 For Exam Preparation\xa0\xa0(Paperback, Bengali, ABTA)']",['₹360'],['ABTA'],[''],['Publisher: ABTA'],['990 Pages'],[None],[None],['Language: Bengali'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['']
"['Sofi Ka Sansaar (Paschatya Jagat Ki Darshasn Gatha), Joustin Guarder\xa0\xa0(Paperback, Hindi, Joustin Guarder)']",['₹352'],['Joustin Guarder'],['Sofi ka sansar'],['Publisher: RAJKAMAL PUBLICATION'],['400 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['The Warren Buffet Way\xa0\xa0(Paperback, ROBERT G. HAGSTROM)']",['₹197'],['ROBERT G. HAGSTROM'],['THE WARREN BUFFET WAY'],['Publisher: WILLEY'],['281 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Pw Jee Mains (22 Years) and Advance Pyq (46 Years) Physics, Chemistry, Mathematics Combo\xa0\xa0(English, Paperback, unknown)']","['₹2,117']",['unknown'],[''],['Publisher: Physics Wallah Private Limited'],[None],"['Edition: 2024, 2024']",['Genre: Technology & Engineering'],['Language: English'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Pw Neet 37 Years Chemistry\xa0\xa0(English, Paperback, Kumar Gaurav)']",['₹259'],['Kumar Gaurav'],[''],['Publisher: Physics Wallah Private Limited'],[None],"['Edition: 2024, 2024']",['Genre: Medical'],['Language: English'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['Crown Samanya Gyan\xa0\xa0(Paperback, Hindi, Ritesh Kumar, SPB PATNA)']",['₹280'],[''],"['G K ,GK,Crown Samanya Gyan  (Paperback, Hindi, Ritesh Kumar)']",['Publisher: Crown Publication'],['268 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['New Era Pitman Shorthand (New Course) + Pitman New Course Key (New Era Edition) Combo Pack\xa0\xa0(Paperback, Isaac pitman.)']",['₹288'],['Isaac pitman.'],[''],['Publisher: Pearson publication'],['250 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['English Speaking Course Book by Spoken English Guru  - Complete Basic to Advance Grammar & Spoken Topics\xa0\xa0(Paperback, Pooja Rana, Bikrant Rana, Aditya Rana)']",['₹220'],[''],"[""This book is the part of 90 Days English Speaking Course (Latest edition) of Spoken English Guru Brand. It's written by Aditya Sir. It's a must-buy for all Hindi medium students. This book covers complete grammar and spoken topics from basic to advanced level. The whole material is written in Hindi and English. It has a mini dictionary on the last few pages.""]",['Publisher: spoken english guru'],['Pages: 256'],"['Edition: Latest Edition 2024, 2024']",['Genre: English Education'],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.1']
"['The Hard Thing About Hard Things - Building A Business When There are No Easy Answers (English, paperback, Horowitz Ben)\xa0\xa0(Paperback, Horowitz Ben)']",['₹171'],[''],[''],['Publisher: Bookish'],[None],[None],[None],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['NCERT Economics Books Set Class 9 To 12 (English Medium - Binded Books)\xa0\xa0(Hardcover, NCERT)']",['₹595'],['NCERT'],"['SchoolWaale Combo NCERT Economics Books Set Class 9 To 12 (English Medium - Binded Books) (Hardcover, NCERT) (with free SchoolWaale Pen)']",['Publisher: SchoolWaale'],['200 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['Biochemistry (Six Edition) By U Satyanarayana & U Chakrapani\xa0\xa0(Paperback, U. Satyanarayana, U. Chakrapani)']","['₹1,176']",[''],['Biochemistry (Six Edition) By U Satyanarayana & U Chakrapani'],['Publisher: Elsevieronlineseller'],['777 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.1']
"['Gone Girl\xa0\xa0(Paperback, Gillian Flynn)']",['₹224'],['Gillian Flynn'],['Gone Girl is a thriller novel that was published in 2012 and made it to the New York Best Seller list'],['Publisher: Weidenfeld & Nicolson'],['466 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.1']
"['Student Atlas By Khan Sir (Hindi Medium)\xa0\xa0(Paperback, Hindi, Khan sir)']",['₹199'],['Khan sir'],[''],['Publisher: R. B. D. Publications'],['80 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Bhartiya Kala Evam Sanskriti (Indian Art and Culture Hindi) for UPSC | 5th Edition | Civil Services Exam | State Administrative Exams\xa0\xa0(DEHLI, Nitin Singhania)']",['₹577'],['Nitin Singhania'],[''],['Publisher: McGraw Hill'],['Pages: 632'],"['Edition: 5th Edition, 2023']",['Genre: Civil Services Exam |\n State Administrative'],[None],['Binding: DEHLI'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.6']
"['General Practice Guide 3rd Edition\xa0\xa0(Perfect Paper Back, Hindi, Dr Amritesh Kumar)']",['₹309'],['Dr Amritesh Kumar'],[''],['Publisher: Hindu Chikitsa Awm Takniki Mhavidyalay'],['328 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['Trading Chart Pattern Book | Breakout Pattern, Candlestick Pattern & Other Patterns | Trading Book For Beginners | Useful For Share Market, Forex Trading, Commodity Market, Intraday, Option Chain, Stocks Etc Paperback\xa0\xa0(Paperback, Hivex Publication)']",['₹200'],['Hivex Publication'],[''],['Publisher: Hivex Publication'],['90 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.1']
"['Combo Of 3 Books : Orikkal + Ram C/O Anandhi + Ettavum Priyapetta Ennodu\xa0\xa0(Paperback, Malayalam, N. MOHANAN, Akhil P Daharmajan, Nimna Vijay)']",['₹475'],[''],['Orikkal + Ram C/O Anandhi + Ettavum Priyapetta Ennodu'],['Publisher: Multi publishers'],['600 Pages'],[None],[None],['Language: Malayalam'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['']
"['Pw Pw Neet 12 Years Pyq Chapterwise and Topicwise Hindi\xa0\xa0(Hindi, Paperback, Kumar Gaurav)']",['₹359'],['Kumar Gaurav'],[''],['Publisher: Physics Wallah Private Limited'],[None],"['Edition: 2024, 2024']",['Genre: Medical'],['Language: Hindi'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['The psychology of money  - paperback, Morgan housel book with 1 Disc\xa0\xa0(Paperback, Morgan housel)']",['₹225'],['Morgan housel'],[''],['Publisher: Jaico public house'],['Pages: 242'],"['Edition: 1st Edition, 2020']","['Genre: self help books, personal growth books']",[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['NEET 2025 OMR Sheets For Practice, 200 MCQ With NMC Pattern - Pack Of 50 Pages\xa0\xa0(Paperback, Sankalp Bharat Publications)']",['₹169'],['Sankalp Bharat Publications'],"['We Are made from Fine Quality premium paper for OMR Answer Sheets which is comparatively thicker to enable crisp & clear writing. Unlike many other Answer Sheets which used Flimsier Quality Paper and has greyish tone, Sheets are pure white. These sheets are best suited for practicing various Competitive exams.']",['Publisher: Sankalp Bharat Publications'],['50 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['One Liner Approach Samanya Gyan\xa0\xa0(Paperback, Hindi, KIRAN)']",['₹245'],['KIRAN'],[''],['Publisher: KIRAN PUBLICATION'],['616 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['Ncert - Geography (New) Class 11-12 (India:Physical Environment Class - Xi, Fundamentals Of Physical Geography Class Ix, Fundamental Of Human Geography Class - Xii & India People And Economy Class-Xii)\xa0\xa0(Paperback, NCERT)']",['₹345'],['NCERT'],[''],['Publisher: NCERT'],['400 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"[""Jeevith 2nd PUC - PHYSICS - Student's Illuminator|A Complete Question Bank With Answers-An Authentic Approach|For 2024-25|\xa0\xa0(Paperback, Vishwanathan A, Albert Anthony, Vishwanath V. Koladur, R. Ranganatha)""]",['₹286'],[''],"[""Jeevith Publication presents Physics Student's Illuminator A Complete Question Bank With Answers Authentic Approach.For 2024-25 Academic year. The book contains content wise and page wise Q & A as per new NCERT prescribed textbook, multiple choice [MCQ's] & fill in the blank as per new question paper pattern. Higher Order Thinking Skills (HOTS) are provided in all chapters.""]",['Publisher: Jeevith Publications'],['486 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['Pw Nta Neet Rankers Test Series 2025 Verified & Curated by Expert Faculties  - PW NTA NEET Rankers Test Series 2025\xa0\xa0(English, Paperback, unknown)']",['₹638'],['unknown'],[''],['Publisher: Physics Wallah Private Limited'],['Pages: 536'],"['Edition: 2024, 2024']",['Genre: Medical'],['Language: English'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.7']
"['Osho Bestsellers In Hindi|- Jeevan Jine Ki Kala + Dhyan Sutra (Set of 2 Books)\xa0\xa0(Paperback, Osho)']",['₹194'],['Osho'],[''],['Publisher: Diamond Books'],['Pages: 332'],"['Edition: 1st, 2022']",['Genre: Religion & Spirituality'],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['Verity | Colleen Hoover\xa0\xa0(Paperback, Colleen Hoover)']",['₹172'],['Colleen Hoover'],"[""Are you ready to stay up all night? Rebecca meets Gone Girl in this shocking, unpredictable thriller with a twist that will leave you reeling . . . The TikTok sensation from the author of It Ends With Us.Lowen Ashleigh is a struggling writer on the brink of financial ruin when she accepts the job offer of a lifetime. Jeremy Crawford, husband of bestselling author Verity Crawford, has hired Lowen to complete the remaining books in a successful series his injured wife is unable to finish. Lowen arrives at the Crawford home, ready to sort through years of Verity's notes and outlines, hoping to find enough material to get her started.""]",['Publisher: Sphere'],['336 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.1']
"['NCERT Based Labh Singh Nain Basic And Advance Computer Book For Haryana CET Exam HSSC CET Special Based On HSSC Previous Year Papers\xa0\xa0(Paperpack, Hindi, Labh Singh Nain)']",['₹235'],['Labh Singh Nain'],[''],['Publisher: Nirmal Publication'],['175 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['Pw Jee Mains 22 Years and Advance Pyq 46 Years Physics\xa0\xa0(English, Paperback, unknown)']",['₹520'],['unknown'],[''],['Publisher: Physics Wallah Private Limited'],[None],"['Edition: 2024, 2024']",['Genre: Technology & Engineering'],['Language: English'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['CAT Exam 2025 book combo by Arun Sharma (Set of 4 books) - Quantitative Aptitude + Verbal Ability and Reading Comprehension + Logical Reasoning + Data Interpretation| Latest editions\xa0\xa0(Paperback, Arun Sharma, Meenakshi Upadhyay)']","['₹2,295']","['Arun Sharma, Meenakshi Upadhyay']",[''],['Publisher: McGraw Hill'],['Pages: 2968'],['Edition: 2024'],[None],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['LATEST EDITION OF Drishti Ias Quick Book 6th Edition CSAT (?????) Hindi Medium Original Book\xa0\xa0(BOOK, Hindi, DRISTI)']",['₹385'],['DRISTI'],['LATEST EDITION OF Drishti Ias Quick Book 6th Edition CSAT (?????) Hindi Medium Original Book'],['Publisher: DRISTI'],['320 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['UP BTC / D.El.Ed 2nd Semester 2025\nEdition ( All Papers All Subjects Set ) In Hindi\xa0\xa0(Paperback, Hindi, Rajan)']",['₹310'],['Rajan'],[''],['Publisher: Rajan'],['420 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.1']
"['Maths Class 6th Ncert Book\xa0\xa0(yes, ncert)']",['₹197'],['ncert'],[''],['Publisher: ncert'],['180 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.1']
"['NCERT Books (Hindi Medium) From Class 6-12th For UPSC Exam (Prelims, Mains), IAS, Civil Services, IFS, IES And Other Exams [Paperback] For 2020 Exam(Set Of 35 Books) (Paperback Binding, NCERT)\xa0\xa0(Paperback binding, Hindi, ncert)']","['₹2,485']",['ncert'],['Good quality product. It comes in various range and variety and hence fulfills the need of all.'],['Publisher: ncert'],['11294 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
